p,k,maxb,status1,solstatus1,minb,status2,solstatus2,group
0.3,20000,0.428483886,OK,OPTIMAL,-0.4412106,OK,OPTIMAL,6
0.2,20000,0.5217471677,OK,OPTIMAL,-0.534587004,OK,OPTIMAL,6
0.1,20000,0.6610559598,OK,OPTIMAL,-0.672165169,OK,OPTIMAL,6
1,20000,0.0029500841,OK,OPTIMAL,0.002950084,OK,BEST_FE,7
0.9,20000,0.0590847279,OK,OPTIMAL,-0.053745473,OK,OPTIMAL,7
0.8,20000,0.1193802166,OK,OPTIMAL,-0.114005706,OK,OPTIMAL,7
0.7,20000,0.1767843162,OK,OPTIMAL,-0.171653305,OK,OPTIMAL,7
0.6,20000,0.2341719029,OK,OPTIMAL,-0.228948986,OK,OPTIMAL,7
0.5,20000,0.2947666683,OK,OPTIMAL,-0.288828824,OK,OPTIMAL,7
0.4,20000,0.360134042,OK,OPTIMAL,-0.353417259,OK,OPTIMAL,7
0.3,20000,0.4365951762,OK,OPTIMAL,-0.428760497,OK,OPTIMAL,7
0.2,20000,0.5311432771,OK,OPTIMAL,-0.523048815,OK,OPTIMAL,7
0.1,20000,0.6717993782,OK,OPTIMAL,-0.661847073,OK,OPTIMAL,7
1,20000,0.0004539227,OK,OPTIMAL,0.0004539227,OK,BEST_FE,8
0.9,20000,0.0560005514,OK,OPTIMAL,-0.05586651,OK,OPTIMAL,8
0.8,20000,0.1160670816,OK,OPTIMAL,-0.116145189,OK,OPTIMAL,8
0.7,20000,0.1736913934,OK,OPTIMAL,-0.173674781,OK,OPTIMAL,8
0.6,20000,0.2315868094,OK,OPTIMAL,-0.231316594,OK,OPTIMAL,8
0.5,20000,0.2923617823,OK,OPTIMAL,-0.291460393,OK,OPTIMAL,8
0.4,20000,0.3576361979,OK,OPTIMAL,-0.355957276,OK,OPTIMAL,8
0.3,20000,0.4327883739,OK,OPTIMAL,-0.429834483,OK,OPTIMAL,8
0.2,20000,0.5271178808,OK,OPTIMAL,-0.52227311,OK,OPTIMAL,8
0.1,20000,0.6668541299,OK,OPTIMAL,-0.658227585,OK,OPTIMAL,8
1,20000,0.0001467967,OK,OPTIMAL,0.0001467967,OK,BEST_FE,9
0.9,20000,0.0566932412,OK,OPTIMAL,-0.056157804,OK,OPTIMAL,9
0.8,20000,0.116907036,OK,OPTIMAL,-0.116519872,OK,OPTIMAL,9
0.7,20000,0.1743098564,OK,OPTIMAL,-0.174206368,OK,OPTIMAL,9
0.6,20000,0.231631847,OK,OPTIMAL,-0.231507265,OK,OPTIMAL,9
0.5,20000,0.2917216096,OK,OPTIMAL,-0.29143103,OK,OPTIMAL,9
0.4,20000,0.3569579421,OK,OPTIMAL,-0.356641987,OK,OPTIMAL,9
0.3,20000,0.4331893094,OK,OPTIMAL,-0.432474846,OK,OPTIMAL,9
0.2,20000,0.5271821935,OK,OPTIMAL,-0.527347271,OK,OPTIMAL,9
0.1,20000,0.6662014741,OK,OPTIMAL,-0.667518013,OK,OPTIMAL,9
1,20000,-0.001594458,OK,BEST_FE,-0.001594458,OK,OPTIMAL,10
0.9,20000,0.0540973987,OK,OPTIMAL,-0.056892592,OK,OPTIMAL,10
0.8,20000,0.1140167742,OK,OPTIMAL,-0.117084939,OK,OPTIMAL,10
0.7,20000,0.1714266903,OK,OPTIMAL,-0.174845556,OK,OPTIMAL,10
0.6,20000,0.2286778419,OK,OPTIMAL,-0.232233858,OK,OPTIMAL,10
0.5,20000,0.2887724933,OK,OPTIMAL,-0.291967178,OK,OPTIMAL,10
0.4,20000,0.3537948422,OK,BEST_FE,-0.356567178,OK,OPTIMAL,10
0.3,20000,0.4288171244,OK,OPTIMAL,-0.431450083,OK,OPTIMAL,10
0.2,20000,0.5207306279,OK,OPTIMAL,-0.5242943,OK,OPTIMAL,10
0.1,20000,0.6555422195,OK,OPTIMAL,-0.662036027,OK,BEST_FE,10
