p,k,maxb,status1,solstatus1,minb,status2,solstatus2,group
0.3,2000,0.4563435662,OK,OPTIMAL,-0.447600716,OK,OPTIMAL,6
0.2,2000,0.5443939622,OK,OPTIMAL,-0.545427651,OK,OPTIMAL,6
0.1,2000,0.677184042,OK,OPTIMAL,-0.690471912,OK,OPTIMAL,6
1,2000,0.0075362367,OK,BEST_FE,0.0075362367,OK,BEST_FE,7
0.9,2000,0.079196934,OK,OPTIMAL,-0.066955666,OK,OPTIMAL,7
0.8,2000,0.1383608322,OK,OPTIMAL,-0.12708665,OK,OPTIMAL,7
0.7,2000,0.1954071288,OK,OPTIMAL,-0.183310825,OK,OPTIMAL,7
0.6,2000,0.2532870729,OK,OPTIMAL,-0.239847598,OK,OPTIMAL,7
0.5,2000,0.3135986958,OK,OPTIMAL,-0.298592958,OK,OPTIMAL,7
0.4,2000,0.3798444947,OK,OPTIMAL,-0.362312512,OK,OPTIMAL,7
0.3,2000,0.4561196552,OK,OPTIMAL,-0.434190602,OK,OPTIMAL,7
0.2,2000,0.5534062991,OK,OPTIMAL,-0.523120448,OK,OPTIMAL,7
0.1,2000,0.6977197959,OK,OPTIMAL,-0.657026878,OK,OPTIMAL,7
1,2000,0.0045347003,OK,OPTIMAL,0.0045347002,OK,BEST_FE,8
0.9,2000,0.0807088625,OK,OPTIMAL,-0.069534844,OK,OPTIMAL,8
0.8,2000,0.1405819336,OK,OPTIMAL,-0.130750804,OK,OPTIMAL,8
0.7,2000,0.1963747064,OK,OPTIMAL,-0.187982358,OK,OPTIMAL,8
0.6,2000,0.2538275056,OK,OPTIMAL,-0.245366491,OK,OPTIMAL,8
0.5,2000,0.3141839767,OK,OPTIMAL,-0.305109148,OK,OPTIMAL,8
0.4,2000,0.3806125716,OK,OPTIMAL,-0.370624621,OK,OPTIMAL,8
0.3,2000,0.4571618296,OK,OPTIMAL,-0.446347125,OK,OPTIMAL,8
0.2,2000,0.5530544728,OK,OPTIMAL,-0.546954673,OK,OPTIMAL,8
0.1,2000,0.6907801407,OK,OPTIMAL,-0.700804467,OK,OPTIMAL,8
1,2000,0.0004438478,OK,BEST_FE,0.0004438478,OK,BEST_FE,9
0.9,2000,0.0717031395,OK,OPTIMAL,-0.070773314,OK,OPTIMAL,9
0.8,2000,0.1291267809,OK,OPTIMAL,-0.129697176,OK,OPTIMAL,9
0.7,2000,0.1842548149,OK,OPTIMAL,-0.185285191,OK,OPTIMAL,9
0.6,2000,0.2398305658,OK,OPTIMAL,-0.23997047,OK,OPTIMAL,9
0.5,2000,0.2981567888,OK,OPTIMAL,-0.297341665,OK,OPTIMAL,9
0.4,2000,0.3623341865,OK,OPTIMAL,-0.359850786,OK,OPTIMAL,9
0.3,2000,0.4370884857,OK,OPTIMAL,-0.431720864,OK,OPTIMAL,9
0.2,2000,0.5283778104,OK,OPTIMAL,-0.521638137,OK,OPTIMAL,9
0.1,2000,0.6611029362,OK,OPTIMAL,-0.660521963,OK,OPTIMAL,9
1,2000,-0.002378582,OK,BEST_FE,-0.002378582,OK,OPTIMAL,10
0.9,2000,0.072523991,OK,OPTIMAL,-0.075043333,OK,OPTIMAL,10
0.8,2000,0.1325117468,OK,OPTIMAL,-0.136121849,OK,OPTIMAL,10
0.7,2000,0.1888968786,OK,OPTIMAL,-0.193967919,OK,OPTIMAL,10
0.6,2000,0.2459550337,OK,OPTIMAL,-0.252312349,OK,OPTIMAL,10
0.5,2000,0.3070375308,OK,OPTIMAL,-0.31167949,OK,OPTIMAL,10
0.4,2000,0.37376358,OK,OPTIMAL,-0.376093026,OK,OPTIMAL,10
0.3,2000,0.4480286495,OK,OPTIMAL,-0.451952911,OK,OPTIMAL,10
0.2,2000,0.5399630505,OK,OPTIMAL,-0.549288754,OK,OPTIMAL,10
0.1,2000,0.671295625,OK,OPTIMAL,-0.696229195,OK,OPTIMAL,10
