p,k,maxb,status1,solstatus1,minb,status2,solstatus2,group
0.9,1000,0.0950330331,OK,OPTIMAL,-0.055082113,OK,OPTIMAL,6
0.8,1000,0.1563596536,OK,OPTIMAL,-0.1150211,OK,OPTIMAL,6
0.7,1000,0.2127072508,OK,OPTIMAL,-0.172198372,OK,OPTIMAL,6
0.6,1000,0.2687747618,OK,OPTIMAL,-0.231520248,OK,OPTIMAL,6
0.5,1000,0.3260516866,OK,OPTIMAL,-0.293263978,OK,OPTIMAL,6
0.4,1000,0.3889255898,OK,OPTIMAL,-0.362786506,OK,OPTIMAL,6
0.3,1000,0.4581743792,OK,OPTIMAL,-0.4432959,OK,OPTIMAL,6
0.2,1000,0.5458559138,OK,OPTIMAL,-0.547166438,OK,OPTIMAL,6
0.1,1000,0.6698011594,OK,OPTIMAL,-0.701264961,OK,OPTIMAL,6
1,1000,0.0139167733,OK,OPTIMAL,0.0139167653,OK,BEST_FE,7
0.9,1000,0.0869464111,OK,OPTIMAL,-0.062941441,OK,OPTIMAL,7
0.8,1000,0.1468917672,OK,OPTIMAL,-0.122597386,OK,OPTIMAL,7
0.7,1000,0.2060364271,OK,OPTIMAL,-0.179079967,OK,OPTIMAL,7
0.6,1000,0.2655608325,OK,OPTIMAL,-0.238652017,OK,OPTIMAL,7
0.5,1000,0.3281417008,OK,OPTIMAL,-0.30031068,OK,OPTIMAL,7
0.4,1000,0.3933957449,OK,OPTIMAL,-0.364183918,OK,OPTIMAL,7
0.3,1000,0.4659404836,OK,OPTIMAL,-0.43602433,OK,OPTIMAL,7
0.2,1000,0.5637117168,OK,OPTIMAL,-0.521742555,OK,OPTIMAL,7
0.1,1000,0.7156660743,OK,OPTIMAL,-0.653361377,OK,OPTIMAL,7
1,1000,0.0135875035,OK,OPTIMAL,0.0135874956,OK,BEST_FE,8
0.9,1000,0.0885846508,OK,OPTIMAL,-0.062064116,OK,OPTIMAL,8
0.8,1000,0.1454413088,OK,OPTIMAL,-0.122912971,OK,OPTIMAL,8
0.7,1000,0.1995754302,OK,OPTIMAL,-0.177980936,OK,OPTIMAL,8
0.6,1000,0.2551081206,OK,OPTIMAL,-0.232101266,OK,OPTIMAL,8
0.5,1000,0.3145605394,OK,OPTIMAL,-0.287391021,OK,OPTIMAL,8
0.4,1000,0.3827531097,OK,OPTIMAL,-0.349316227,OK,OPTIMAL,8
0.3,1000,0.4622468871,OK,OPTIMAL,-0.422044276,OK,OPTIMAL,8
0.2,1000,0.5633511965,OK,OPTIMAL,-0.517555751,OK,OPTIMAL,8
0.1,1000,0.7045032697,OK,OPTIMAL,-0.671407604,OK,OPTIMAL,8
1,1000,-0.001500238,OK,BEST_FE,-0.001500238,OK,OPTIMAL,9
0.9,1000,0.0690307685,OK,OPTIMAL,-0.073251982,OK,OPTIMAL,9
0.8,1000,0.1263159123,OK,OPTIMAL,-0.131773421,OK,OPTIMAL,9
0.7,1000,0.1804263749,OK,OPTIMAL,-0.187535363,OK,OPTIMAL,9
0.6,1000,0.2363117395,OK,OPTIMAL,-0.241609237,OK,OPTIMAL,9
0.5,1000,0.2955556728,OK,OPTIMAL,-0.298556285,OK,OPTIMAL,9
0.4,1000,0.359283387,OK,OPTIMAL,-0.358835326,OK,OPTIMAL,9
0.3,1000,0.4342438718,OK,OPTIMAL,-0.427657933,OK,OPTIMAL,9
0.2,1000,0.5233317078,OK,OPTIMAL,-0.516512837,OK,OPTIMAL,9
0.1,1000,0.654250392,OK,OPTIMAL,-0.646266278,OK,OPTIMAL,9
1,1000,-0.010650219,OK,BEST_FE,-0.010650225,OK,OPTIMAL,10
0.9,1000,0.0643339421,OK,OPTIMAL,-0.08434034,OK,OPTIMAL,10
0.8,1000,0.1249995745,OK,OPTIMAL,-0.144585205,OK,OPTIMAL,10
0.7,1000,0.1810589267,OK,OPTIMAL,-0.201953745,OK,OPTIMAL,10
0.6,1000,0.2374834962,OK,OPTIMAL,-0.260349512,OK,OPTIMAL,10
0.5,1000,0.2984751839,OK,OPTIMAL,-0.319777433,OK,OPTIMAL,10
0.4,1000,0.3645257087,OK,OPTIMAL,-0.383471377,OK,OPTIMAL,10
0.3,1000,0.437436091,OK,OPTIMAL,-0.459635668,OK,OPTIMAL,10
0.2,1000,0.5288199494,OK,OPTIMAL,-0.557006453,OK,OPTIMAL,10
0.1,1000,0.6625790007,OK,OPTIMAL,-0.695541945,OK,OPTIMAL,10
